0.	0.
2.e-6	122148.54655676731
4.e-6	115196.7273213777
6.e-6	108634.63896044732
8.e-6	102446.35434940805
0.00001	96610.58038130903
0.000012	91107.23657163797
0.000014	85917.38630447445
0.000016	81023.17167295441
0.000018	76407.75203147862
0.00002	72055.24604824503
0.000022	67950.67705871175
0.000024	64079.921531956155
0.000026	60429.660472606134
0.000028	56987.333591121205
0.00003	53741.0960847266
0.000032	50679.77788028659
0.000034	47792.845198874624
0.000036	45070.36430978683
0.000038	42502.96734927886
0.00004	40081.82008641076
0.000042	37798.591525084645
0.000044	35645.42523767764
0.000046	33614.9123316314
0.000048	31700.06595597803
0.00005	29894.29726008116
